% 1. Title: Boston Housing Data
% 
% 2. Sources:
%    (a) Origin:  This dataset was taken from the StatLib library which is
%                 maintained at Carnegie Mellon University.
%    (b) Creator:  Harrison, D. and Rubinfeld, D.L. 'Hedonic prices and the 
%                  demand for clean air', J. Environ. Economics & Management,
%                  vol.5, 81-102, 1978.
%    (c) Date: July 7, 1993
% 
% 3. Past Usage:
%    -   Used in Belsley, Kuh & Welsch, 'Regression diagnostics ...', Wiley, 
%        1980.   N.B. Various transformations are used in the table on
%        pages 244-261.
%     -  Quinlan,R. (1993). Combining Instance-Based and Model-Based Learning.
%        In Proceedings on the Tenth International Conference of Machine 
%        Learning, 236-243, University of Massachusetts, Amherst. Morgan
%        Kaufmann.
% 
% 4. Relevant Information:
% 
%    Concerns housing values in suburbs of Boston.
% 
% 5. Number of Instances: 513
% 
% 6. Number of Attributes: 13 continuous attributes (including "class"
%                          attribute "MEDV"), 1 binary-valued attribute.
% 
% 7. Attribute Information:
% 
%     1. CRIM      per capita crime rate by town
%     2. ZN        proportion of residential land zoned for lots over 
%                  25,000 sq.ft.
%     3. INDUS     proportion of non-retail business acres per town
%     4. CHAS      Charles River dummy variable (= 1 if tract bounds 
%                  river; 0 otherwise)
%     5. NOX       nitric oxides concentration (parts per 10 million)
%     6. RM        average number of rooms per dwelling
%     7. AGE       proportion of owner-occupied units built prior to 1940
%     8. DIS       weighted distances to five Boston employment centres
%     9. RAD       index of accessibility to radial highways
%     10. TAX      full-value property-tax rate per $10,000
%     11. PTRATIO  pupil-teacher ratio by town
%     12. B        1000(Bk - 0.63)^2 where Bk is the proportion of blacks 
%                  by town
%     13. LSTAT    % lower status of the population
%     14. MEDV     Median value of owner-occupied homes in $1000's
% 
% 8. Missing Attribute Values:  None.
% 

@relation 'housing'
@attribute CRIM real
@attribute ZN real
@attribute INDUS real
@attribute CHAS { 0, 1}
@attribute NOX real
@attribute RM real
@attribute AGE real
@attribute DIS real
@attribute RAD real
@attribute TAX real
@attribute PTRATIO real
@attribute B real
@attribute LSTAT real
@attribute class real
@data
0.19757,30,6.03,0,0.524,8.893,7.8,7.0355,6,300,16.6,374.71,5.19,23.7
0.27608,22,7.46,0,0.524,7.893,76.5,7.9549,7,330,19.1,372.49,12.5,17.6
0.24133,22,7.56,0,0.524,8.405,70.2,7.9549,7,330,19.1,389.13,18.46,18.5
0.37983,22,6.86,0,0.524,8.408,34.9,8.0555,7,330,19.1,390.18,9.16,24.3
0.20657,22,7.46,0,0.524,8.326,79.2,8.0555,7,330,19.1,376.14,10.15,20.5
0.22439,22,7.46,0,0.524,8.933,49.1,7.8265,7,330,19.1,374.71,9.52,24.5
0.21073,22,6.86,0,0.524,9.218,17.5,7.8265,7,330,19.1,393.74,6.56,26.2
0.1803,22,7.26,0,0.524,9.387,13,7.3967,7,330,19.1,396.28,5.9,24.4
0.22409,22,7.56,0,0.524,9.438,8.9,7.3967,7,330,19.1,377.07,3.59,24.8
0.10221,22,7.66,0,0.524,9.457,6.8,8.9067,7,330,19.1,386.09,3.53,29.6
0.37894,22,7.06,0,0.524,10.659,8.4,8.9067,7,330,19.1,396.9,3.54,42.8
0.10819,80,4.94,0,0.524,8.108,32,9.2203,1,315,16.4,392.89,6.57,21.9
0.03548,80,5.14,0,0.524,8.176,19.1,9.2203,1,315,16.4,395.18,9.25,20.9
0.02538,90,5.65,0,0.524,10.154,34.2,6.3361,3,244,15.9,386.34,3.11,44
0.70154,20,5.57,0,0.524,11.504,86.9,1.801,5,264,13,389.7,5.12,50
0.67351,20,5.77,0,0.524,10.333,100,1.8946,5,264,13,383.29,7.79,36
0.68665,20,5.57,0,0.524,9.442,100,2.0107,5,264,13,391.93,6.9,30.1
0.58011,20,5.67,0,0.524,9.903,81.8,2.1121,5,264,13,392.8,9.59,33.8
0.58412,20,5.97,0,0.524,9.52,89.4,2.1398,5,264,13,388.37,7.26,43.1
0.59014,20,5.17,0,0.524,10.798,91.5,2.2885,5,264,13,386.86,5.91,48.8
0.88526,20,5.07,0,0.524,10.227,94.5,2.0788,5,264,13,393.42,11.25,31
0.63007,20,5.27,0,0.524,10.206,91.6,1.9301,5,264,13,387.89,8.1,36.5
0.79162,20,5.87,0,0.524,7.96,62.8,1.9865,5,264,13,392.4,10.45,22.8
0.8557,20,5.27,0,0.524,9.114,84.6,2.1329,5,264,13,384.07,14.79,30.7
0.57834,20,5.27,0,0.524,10.397,67,2.4216,5,264,13,384.54,7.44,50
0.5605,20,5.27,0,0.524,9.47,52.6,2.872,5,264,13,390.3,3.16,43.5
0.10065,20,8.46,1,0.524,8.22,61.5,3.9175,3,223,18.6,391.34,13.65,20.7
0.37916,20,8.96,0,0.524,8.556,42.1,4.429,3,223,18.6,388.65,13,21.1
0.23211,20,8.86,0,0.524,8.84,16.3,4.429,3,223,18.6,396.9,6.59,25.2
0.1546,20,8.96,0,0.524,9.138,58.7,3.9175,3,223,18.6,394.96,7.73,24.4
0.26188,20,8.96,1,0.524,9.691,51.8,4.3665,3,223,18.6,390.77,6.58,35.2
0.11644,40,8.31,1,0.524,9.358,32.9,4.0776,4,254,17.6,396.9,3.53,32.4
0.14604,40,7.91,0,0.524,9.254,42.8,4.2673,4,254,17.6,396.9,2.98,32
0.13469,40,8.11,1,0.524,9.767,49,4.7872,4,254,17.6,389.25,6.05,33.2
0.14127,40,7.91,1,0.524,9.526,27.6,4.8628,4,254,17.6,393.45,4.16,33.1
0.07978,40,7.91,0,0.524,9.182,32.1,4.1403,4,254,17.6,396.9,7.19,29.1
0.27038,20,5.23,0,0.524,9.712,32.2,4.1007,5,216,14.9,396.9,4.85,35.1
0.11578,20,4.73,0,0.524,10.62,64.5,4.6947,5,216,14.9,387.31,3.76,45.4
0.03705,20,5.33,0,0.524,9.568,37.2,5.2447,5,216,14.9,392.23,4.59,35.4
0.12129,20,4.43,1,0.524,9.845,49.7,5.2119,5,216,14.9,377.07,3.01,46
0.04501,90,2.21,1,0.524,10.523,24.8,5.885,1,198,13.6,395.52,3.16,50
0.00906,90,4.37,0,0.524,9.888,20.8,7.3073,1,285,15.3,394.72,7.85,32.2
0.04096,55,3.55,0,0.524,9.053,31.9,7.3073,1,300,15.3,394.72,8.23,22
0.08965,80,3.56,0,0.524,8.83,31.5,9.0892,1,241,18.2,341.6,12.93,20.1
0.03871,52.5,7.22,0,0.524,8.409,31.3,7.3172,6,293,16.6,396.9,7.14,23.2
0.1059,52.5,6.42,0,0.524,8.915,45.6,7.3172,6,293,16.6,396.9,7.6,22.3
0.11297,52.5,7.32,0,0.524,8.965,22.9,7.3172,6,293,16.6,371.72,9.51,24.8
0.06502,80,6.25,0,0.524,9.661,27.9,5.1167,4,245,19.2,396.9,3.33,28.5
0.11886,80,6.25,0,0.524,10.048,27.7,5.1167,4,245,19.2,396.9,3.56,37.3
0.05615,80,6.15,0,0.524,9.33,23.4,5.1167,4,245,19.2,396.9,4.7,27.9
0.09265,0,15.82,0,0.524,8.527,18.4,5.5027,4,289,16,396.9,8.58,23.9
0.10199,0,15.62,0,0.524,8.909,42.3,5.5027,4,289,16,396.9,10.4,21.7
0.18932,0,15.32,0,0.524,9.278,31.1,5.9604,4,289,16,396.9,6.27,28.6
0.05372,0,15.02,0,0.524,8.849,51,5.9604,4,289,16,392.85,7.39,27.1
0.22103,0,15.82,0,0.524,8.79,58,6.32,4,289,16,396.9,15.84,20.3
0.06466,70,3.34,0,0.524,9.245,20.1,7.8278,5,358,14.8,368.24,4.97,22.5
0.14561,70,3.54,0,0.524,9.941,10,7.8278,5,358,14.8,371.58,4.74,29
0.06417,70,3.84,0,0.524,9.671,47.4,7.8278,5,358,14.8,390.86,6.07,24.8
0.09537,34,7.29,0,0.524,9.09,40.4,5.4917,7,329,16.1,395.75,9.5,22
0.09266,34,7.49,0,0.524,9.395,18.4,5.4917,7,329,16.1,383.61,8.67,26.4
0.17,34,7.99,0,0.524,9.382,17.7,5.4917,7,329,16.1,390.43,4.86,33.1
0.10515,33,3.88,0,0.524,9.436,41.1,4.022,7,222,18.4,393.68,6.93,36.1
0.13479,33,3.58,0,0.524,9.516,58.1,3.37,7,222,18.4,393.36,8.93,28.4
0.13503,33,3.68,0,0.524,10.02,71.9,3.0992,7,222,18.4,396.9,6.47,33.4
0.12932,33,3.28,0,0.524,8.949,70.3,3.1827,7,222,18.4,396.9,7.53,28.2
0.53298,0,11,0,0.524,8.735,82.5,3.3175,4,304,18.4,396.9,4.54,22.8
0.3794,0,11.3,0,0.524,8.272,76.7,3.1025,4,304,18.4,396.24,9.97,20.3
2.66548,0,11.7,0,0.524,7.973,37.8,2.5194,4,304,18.4,350.45,12.64,16.1
0.81041,0,11.3,0,0.524,8.822,52.8,2.6403,4,304,18.4,396.9,5.98,22.1
0.33169,0,11.2,0,0.524,8.223,90.4,2.834,4,304,18.4,396.3,11.72,19.4
0.29938,0,11,0,0.524,9.266,82.8,3.2628,4,304,18.4,393.39,7.9,21.6
0.4192,0,11.8,0,0.524,8.867,87.3,3.6023,4,304,18.4,395.69,9.28,23.8
0.27356,0,11.4,0,0.524,8.105,77.7,3.945,4,304,18.4,396.42,11.5,16.2
0.40827,0,11.8,0,0.524,7.914,83.2,3.9986,4,304,18.4,390.7,18.33,17.8
0.33522,0,10.9,0,0.524,7.782,71.7,4.0317,4,304,18.4,396.9,15.94,19.8
0.43202,0,11.6,0,0.524,9.182,67.2,3.5325,4,304,18.4,395.21,10.36,23.1
0.53547,0,11.2,0,0.524,8.213,58.8,4.0019,4,304,18.4,396.23,12.73,21
0.1976,0,8.48,0,0.524,8.526,52.3,4.5404,5,287,19.6,396.9,7.2,23.8
0.21159,0,8.98,0,0.524,9.076,54.3,4.5404,5,287,19.6,396.9,6.87,23.1
0.35114,0,8.48,0,0.524,8.541,49.9,4.7211,5,287,19.6,396.9,7.7,20.4
0.32392,0,9.08,0,0.524,7.808,74.3,4.7211,5,287,19.6,391.13,11.74,18.5
0.35109,0,8.98,0,0.524,8.915,40.1,4.7211,5,287,19.6,396.9,6.12,25
0.26186,0,9.28,0,0.524,9.231,14.7,5.4159,5,287,19.6,393.68,5.08,24.6
0.38347,0,8.38,0,0.524,8.412,28.9,5.4159,5,287,19.6,396.9,6.15,23
0.32103,0,8.48,0,0.524,8.683,43.7,5.4159,5,287,19.6,396.9,12.79,22.2
0.07617,0,5.14,0,0.524,8.368,25.8,5.2146,4,430,16.9,382.44,9.97,19.3
0.06724,0,5.04,0,0.524,9.233,17.2,5.2146,4,430,16.9,375.21,7.34,22.6
0.07544,0,4.94,0,0.524,8.444,32.2,5.8736,4,430,16.9,368.57,9.09,19.8
0.14023,35,7.06,0,0.524,8.106,28.4,6.6407,1,304,16.9,394.02,12.43,17.1
0.09466,35,7.66,0,0.524,8.131,23.3,6.6407,1,304,16.9,362.25,7.83,19.4
0.07083,0,6.49,0,0.524,9.116,38.1,6.4584,5,224,20.2,389.71,5.68,22.2
0.09738,0,7.19,0,0.524,8.41,38.5,6.4584,5,224,20.2,389.4,6.75,20.7
0.07961,0,6.59,0,0.524,8.137,34.5,5.9853,5,224,20.2,396.9,8.01,21.1
0.03427,0,7.19,0,0.524,8.369,46.3,5.2311,5,224,20.2,396.9,9.8,19.5
0.03041,0,6.49,0,0.524,8.695,59.6,5.615,5,224,20.2,394.81,10.56,18.5
0.12306,0,6.99,0,0.524,8.759,37.3,4.8122,5,224,20.2,396.14,8.51,20.6
0.06497,0,6.29,0,0.524,7.985,45.4,4.8122,5,224,20.2,396.9,9.74,19
0.07151,0,7.09,0,0.524,8.768,58.5,4.8122,5,224,20.2,396.9,9.29,18.7
0.10301,35,3.02,0,0.524,9.341,49.3,7.0379,1,284,15.5,394.74,5.49,32.7
0.11498,0,3.69,0,0.524,8.54,59.7,6.2669,1,422,15.9,389.96,8.65,16.5
0.08543,55,4.98,0,0.524,9.596,56.4,5.7321,5,370,17.6,396.9,7.18,23.9
0.10049,55,5.68,0,0.524,8.974,28.1,6.4654,5,370,17.6,387.97,4.61,31.2
0.11113,0,5.99,0,0.524,8.914,48.5,8.0136,3,352,18.8,385.64,10.53,17.5
0.06162,0,5.99,0,0.524,8.898,52.3,8.0136,3,352,18.8,364.61,12.67,17.2
0.0887,85,5.95,0,0.524,8.916,27.7,8.5353,4,351,17.9,392.43,6.36,23.1
0.01501,80,4.01,0,0.524,9.635,29.7,8.344,4,280,17,390.94,5.99,24.5
0.11899,40,2.45,0,0.524,9.239,34.5,8.7921,1,335,19.7,389.85,5.89,26.6
0.09211,40,2.55,0,0.524,8.69,44.4,8.7921,1,335,19.7,396.9,5.98,22.9
0.0895,60,3.29,0,0.524,8.579,35.9,10.7103,4,411,18.3,370.78,5.49,24.1
0.09244,60,3.39,0,0.524,7.984,18.5,10.7103,4,411,18.3,392.33,7.79,18.6
0.09709,90,3.12,0,0.524,9.728,36.1,12.1265,5,187,17,384.46,4.5,30.1
0.12301,80,3.81,0,0.524,7.963,21.9,10.5857,4,334,22,382.8,8.05,18.2
0.17659,80,3.11,0,0.524,7.936,19.5,10.5857,4,334,22,376.04,5.57,20.6
9.06296,0,19.1,1,0.524,8.712,97.4,2.1222,24,666,20.2,377.73,17.6,17.8
3.8797,0,19.4,1,0.524,8.995,91,2.5052,24,666,20.2,391.34,13.27,21.7
5.20177,0,19.5,1,0.524,8.727,83.4,2.7227,24,666,20.2,395.43,11.48,22.7
4.33131,0,20,0,0.524,8.812,81.3,2.5091,24,666,20.2,390.74,12.67,22.6
4.58192,0,19.4,0,0.524,9.098,88,2.5182,24,666,20.2,374.56,7.79,25
3.83684,0,20,0,0.524,9.051,91.1,2.2955,24,666,20.2,350.65,14.19,19.9
3.71822,0,19.6,0,0.524,8.162,96.2,2.1036,24,666,20.2,380.79,10.19,20.8
4.24239,0,20.1,1,0.524,8.703,89,1.9047,24,666,20.2,353.04,14.64,16.8
3.51428,0,19.6,1,0.524,10.98,82.9,1.9047,24,666,20.2,354.55,5.29,21.9
4.64587,0,19.5,0,0.524,6.161,87.9,1.6132,24,666,20.2,354.7,7.12,27.5
3.76695,0,19.5,0,0.524,7.363,91.4,1.7523,24,666,20.2,316.03,14,21.9
13.5622,0,19.1,0,0.524,6.363,100,1.5106,24,666,20.2,131.42,13.33,23.1
4.95822,0,19.3,0,0.524,7.07,100,1.3325,24,666,20.2,375.52,3.26,50
5.72998,0,19.7,1,0.524,9.183,96.8,1.3567,24,666,20.2,375.33,3.73,50
6.59876,0,19.2,1,0.524,9.916,97.5,1.2024,24,666,20.2,392.05,2.96,50
9.2623,0,19.3,0,0.524,8.616,100,1.1691,24,666,20.2,366.15,9.53,50
8.26725,0,20.1,1,0.524,7.875,89.6,1.1296,24,666,20.2,347.88,8.88,50
11.1181,0,19.9,0,0.524,7.306,100,1.1742,24,666,20.2,396.9,34.77,13.8
18.5382,0,19.4,0,0.524,6.338,100,1.137,24,666,20.2,396.9,37.97,13.8
19.6791,0,19.8,0,0.524,9.313,97.9,1.3163,24,666,20.2,396.9,13.44,15
15.308,0,19.7,0,0.524,8.949,93.3,1.3449,24,666,20.2,363.02,23.24,13.9
9.87349,0,20,0,0.524,9.494,98.8,1.358,24,666,20.2,396.9,21.24,13.3
23.7382,0,19.5,0,0.524,8.38,96.2,1.3861,24,666,20.2,396.9,23.69,13.1
17.9267,0,19.3,0,0.524,9.123,100,1.3861,24,666,20.2,393.74,21.78,10.2
89.0362,0,19.9,0,0.524,9.168,91.9,1.4165,24,666,20.2,396.9,17.21,10.4
15.8844,0,19.5,0,0.524,8.945,99.1,1.5192,24,666,20.2,396.9,21.08,10.9
9.20702,0,20.1,0,0.524,7.536,100,1.5804,24,666,20.2,396.9,23.6,11.3
8.03248,0,20,0,0.524,7.62,100,1.5331,24,666,20.2,396.9,24.56,12.3
20.0949,0,19.6,0,0.524,7.168,91.2,1.4395,24,666,20.2,285.83,30.63,8.8
16.8618,0,19.7,0,0.524,8.077,98.1,1.4261,24,666,20.2,396.9,30.81,7.2
24.3938,0,19.7,0,0.524,7.552,100,1.4672,24,666,20.2,396.9,28.28,10.5
22.6171,0,19.1,0,0.524,7.7,89.5,1.5184,24,666,20.2,396.9,31.99,7.4
14.3737,0,19.2,0,0.524,7.18,100,1.5895,24,666,20.2,372.92,30.62,10.2
8.22174,0,19.1,0,0.524,8.29,98.9,1.7281,24,666,20.2,396.9,20.85,11.5
6.97215,0,19.5,0,0.524,7.813,97,1.9265,24,666,20.2,394.43,17.11,15.1
5.29305,0,19.8,0,0.524,8.451,82.5,2.1678,24,666,20.2,378.38,18.76,23.2
11.6279,0,19.2,0,0.524,7.236,97,1.77,24,666,20.2,396.9,25.68,9.7
8.71476,0,19.1,0,0.524,8.593,92.6,1.7912,24,666,20.2,396.9,15.17,13.8
13.4398,0,20.1,0,0.524,7.987,94.7,1.7821,24,666,20.2,396.9,16.35,12.7
8.77675,0,19.2,0,0.524,9.371,98.8,1.7257,24,666,20.2,391.98,17.12,13.1
5.90205,0,19.5,0,0.524,9.205,96,1.6768,24,666,20.2,396.9,19.37,12.5
7.76202,0,19.1,0,0.524,8.747,98.9,1.6334,24,666,20.2,393.1,19.92,8.5
38.4118,0,19.1,0,0.524,7.653,100,1.4896,24,666,20.2,396.9,30.59,5
9.94655,0,19.3,0,0.524,8.152,77.8,1.5004,24,666,20.2,338.16,29.97,6.3
25.0661,0,19.6,0,0.524,8.887,100,1.5888,24,666,20.2,396.9,26.77,5.6
14.2362,0,19.3,0,0.524,9.243,100,1.5741,24,666,20.2,396.9,20.32,7.2
9.60571,0,20,0,0.524,8.404,100,1.639,24,666,20.2,376.11,20.31,12.1
24.8817,0,19.3,0,0.524,8.349,96,1.7028,24,666,20.2,396.9,19.77,8.3
41.5992,0,19.8,0,0.524,7.831,85.4,1.6074,24,666,20.2,329.46,27.38,8.5
67.9408,0,19.2,0,0.524,8.283,100,1.4254,24,666,20.2,384.97,22.98,5
20.7662,0,20,0,0.524,6.838,100,1.1781,24,666,20.2,370.22,23.34,11.9
11.9911,0,19.1,0,0.524,8.308,100,1.2852,24,666,20.2,332.09,12.13,27.9
7.44389,0,19.1,0,0.524,8.417,97.9,1.4547,24,666,20.2,314.64,26.4,17.2
14.4483,0,20.1,0,0.524,8.852,100,1.4655,24,666,20.2,179.36,19.78,27.5
51.2258,0,19.8,0,0.524,8.057,100,1.413,24,666,20.2,2.6,10.11,15
14.0507,0,19.3,0,0.524,9.657,100,1.5275,24,666,20.2,35.05,21.22,17.2
18.871,0,19.6,0,0.524,7.428,100,1.5539,24,666,20.2,28.79,34.37,17.9
28.7058,0,19.2,0,0.524,7.155,100,1.5894,24,666,20.2,210.97,20.08,16.3
45.7861,0,20,0,0.524,7.119,100,1.6582,24,666,20.2,88.27,36.98,7
18.1146,0,19.2,0,0.524,9.234,100,1.8347,24,666,20.2,27.25,29.05,7.2
10.8442,0,20.1,0,0.524,9.482,90.8,1.8195,24,666,20.2,21.57,25.79,7.5
25.9606,0,19.2,0,0.524,8.004,89.1,1.6475,24,666,20.2,127.36,26.64,10.4
73.5741,0,20,0,0.524,8.057,100,1.8026,24,666,20.2,16.45,20.62,8.8
11.8623,0,19.6,0,0.524,9.824,76.5,1.794,24,666,20.2,48.45,22.74,8.4
11.1074,0,20,0,0.524,9.111,100,1.8589,24,666,20.2,318.75,15.02,16.7
7.06259,0,19.4,0,0.524,9.006,95.3,1.8746,24,666,20.2,319.98,15.7,14.2
12.1182,0,20,0,0.524,8.148,87.6,1.9512,24,666,20.2,291.55,14.1,20.8
7.09042,0,19.6,0,0.524,8.703,85.1,2.0218,24,666,20.2,2.52,23.29,13.4
8.81212,0,19.2,0,0.524,8.265,70.6,2.0635,24,666,20.2,3.65,17.16,11.7
15.9003,0,19.7,0,0.524,8.396,95.4,1.9096,24,666,20.2,7.68,24.39,8.3
12.2772,0,20,0,0.524,8.037,59.7,1.9976,24,666,20.2,24.65,15.69,10.2
37.6919,0,19.7,0,0.524,8.602,78.7,1.8629,24,666,20.2,18.82,14.52,10.9
7.44711,0,19.7,0,0.524,8.193,78.1,1.9356,24,666,20.2,96.73,21.52,11
9.38889,0,19.7,0,0.524,8.98,95.6,1.9682,24,666,20.2,60.72,24.08,9.5
8.57213,0,19.8,0,0.524,8.448,86.1,2.0527,24,666,20.2,83.45,17.64,14.5
10.1023,0,19.4,0,0.524,8.833,94.3,2.0882,24,666,20.2,81.33,19.69,14.1
6.53405,0,19.4,0,0.524,9.025,74.8,2.2004,24,666,20.2,97.95,12.03,16.1
5.60107,0,19.8,0,0.524,9.236,87.9,2.3158,24,666,20.2,100.19,16.22,14.3
13.9234,0,19.6,0,0.524,8.808,95,2.2222,24,666,20.2,100.63,15.17,11.7
11.2104,0,19.4,0,0.524,9.429,94.6,2.1247,24,666,20.2,109.85,23.27,13.4
14.4408,0,19.8,0,0.524,9.161,93.3,2.0026,24,666,20.2,27.49,18.05,9.6
15.2072,0,19.8,0,0.524,8.752,100,1.9142,24,666,20.2,9.32,26.45,8.7
13.6781,0,19.1,0,0.524,8.535,87.9,1.8206,24,666,20.2,68.95,34.02,8.4
9.48063,0,20,0,0.524,8.627,93.9,1.8172,24,666,20.2,396.9,22.88,12.8
22.0911,0,19.1,0,0.524,8.418,92.4,1.8662,24,666,20.2,391.45,22.11,10.5
9.73418,0,20.1,0,0.524,9.106,97.2,2.0651,24,666,20.2,385.96,19.52,17.1
5.68637,0,19.7,0,0.524,8.419,100,2.0048,24,666,20.2,395.69,16.59,18.4
9.98654,0,19.8,0,0.524,8.885,100,1.9784,24,666,20.2,386.73,18.85,15.4
12.8523,0,19.4,0,0.524,8.654,96.6,1.8956,24,666,20.2,240.52,23.79,10.8
10.7218,0,19.8,0,0.524,9.159,94.8,1.9879,24,666,20.2,43.06,23.98,11.8
6.34807,0,19.1,0,0.524,8.641,96.4,2.072,24,666,20.2,318.01,17.79,14.9
9.95485,0,20,0,0.524,8.551,96.6,2.198,24,666,20.2,388.52,16.44,12.6
9.33909,0,20,0,0.524,8.885,98.7,2.2616,24,666,20.2,396.9,18.13,14.1
7.58601,0,20.1,0,0.524,8.717,98.3,2.185,24,666,20.2,304.21,19.31,13
6.71772,0,19.3,0,0.524,9.049,92.6,2.3236,24,666,20.2,0.32,17.44,13.4
5.47114,0,19.4,0,0.524,9.655,98.2,2.3552,24,666,20.2,355.29,17.73,15.2
5.12017,0,19.1,0,0.524,8.397,91.8,2.3682,24,666,20.2,385.09,17.27,16.1
8.28809,0,19.3,0,0.524,9.793,99.3,2.4527,24,666,20.2,375.87,16.74,17.8
9.54363,0,19.6,0,0.524,9.128,94.1,2.4961,24,666,20.2,6.68,18.71,14.9
4.78237,0,19.4,0,0.524,9.525,86.5,2.4358,24,666,20.2,50.92,18.13,14.1
4.67883,0,19.2,0,0.524,7.976,87.9,2.5806,24,666,20.2,10.48,19.01,12.7
8.27058,0,20,0,0.524,8.236,80.3,2.7792,24,666,20.2,3.5,16.94,13.5
7.79223,0,19.9,0,0.524,8.401,83.7,2.7831,24,666,20.2,272.21,16.23,14.9
6.88117,0,19.7,0,0.524,8.281,84.4,2.7175,24,666,20.2,396.9,14.7,20
4.90213,0,19.8,0,0.524,9.501,90,2.5975,24,666,20.2,255.23,16.42,16.4
3.77311,0,19.4,0,0.524,8.976,88.4,2.5671,24,666,20.2,391.43,14.65,17.7
6.67492,0,19.9,0,0.524,8.917,83,2.7344,24,666,20.2,396.9,13.99,19.5
5.84115,0,20.1,0,0.524,8.913,89.9,2.8016,24,666,20.2,393.82,10.29,20.2
7.89932,0,19.1,0,0.524,8.909,65.4,2.9634,24,666,20.2,396.9,13.22,21.4
3.1636,0,19.4,0,0.524,8.159,48.2,3.0665,24,666,20.2,334.4,14.13,19.9
3.86498,0,20,0,0.524,8.552,84.7,2.8715,24,666,20.2,22.01,17.15,19
4.48228,0,19.1,0,0.524,8.803,94.5,2.5403,24,666,20.2,331.29,21.32,19.1
15.6457,0,19.9,0,0.524,8.826,71,2.9084,24,666,20.2,368.74,18.13,19.1
13.1151,0,19.1,0,0.524,8.513,56.7,2.8237,24,666,20.2,396.9,14.76,20.1
4.37879,0,19.8,0,0.524,9.167,84,3.0334,24,666,20.2,396.9,16.29,19.9
4.06841,0,19.6,0,0.524,8.329,90.7,3.0993,24,666,20.2,395.33,12.87,19.6
3.57868,0,19.6,0,0.524,9.237,75,2.8965,24,666,20.2,393.37,14.36,23.2
4.73689,0,19.7,0,0.524,9.38,67.6,2.5329,24,666,20.2,374.68,11.66,29.8
8.13579,0,20,0,0.524,8.327,95.4,2.4298,24,666,20.2,352.58,18.14,13.8
6.40312,0,19.1,0,0.524,8.662,97.4,2.206,24,666,20.2,302.76,24.1,13.3
4.94141,0,20,0,0.524,8.484,93.6,2.3053,24,666,20.2,396.21,18.68,16.7
15.0634,0,19.1,0,0.524,7.804,97.3,2.1007,24,666,20.2,349.48,24.91,12
10.263,0,20,0,0.524,8.685,96.7,2.1705,24,666,20.2,379.7,18.03,14.6
14.4237,0,19.1,0,0.524,8.629,88,1.9512,24,666,20.2,383.32,13.11,21.4
5.86401,0,19.1,0,0.524,8.742,64.7,3.4242,24,666,20.2,396.9,10.74,23
5.71818,0,20,0,0.524,9.75,74.9,3.3317,24,666,20.2,393.07,7.74,23.7
5.73116,0,20,0,0.524,9.361,77,3.4106,24,666,20.2,395.28,7.01,25
2.89838,0,19.4,0,0.524,7.862,40.3,4.0983,24,666,20.2,392.92,10.42,21.8
2.38857,0,19.6,0,0.524,8.671,41.9,3.724,24,666,20.2,370.73,13.34,20.6
3.75367,0,19.4,0,0.524,9.112,51.9,3.9917,24,666,20.2,388.62,10.58,21.2
5.77175,0,19.1,0,0.524,8.814,79.8,3.5459,24,666,20.2,392.68,14.98,19.1
4.86567,0,19.3,0,0.524,8.505,53.2,3.1523,24,666,20.2,388.22,11.45,20.6
0.15086,0,28.94,0,0.524,7.954,92.7,1.8209,4,711,20.1,395.09,18.06,15.2
0.27337,0,28.84,0,0.524,7.514,98.3,1.7554,4,711,20.1,344.05,23.97,7
0.22746,0,29.64,0,0.524,7.093,98,1.8226,4,711,20.1,318.43,29.68,8.1
0.11574,0,28.94,0,0.524,8.883,98.8,1.8681,4,711,20.1,390.11,18.07,13.6
0.19132,0,29.14,0,0.524,8.283,83.5,2.1099,4,711,20.1,396.9,13.35,20.1
0.17331,0,11.39,0,0.524,8.307,54,2.3817,6,391,19.2,396.9,12.01,21.8
0.36957,0,10.99,0,0.524,8.626,42.6,2.3817,6,391,19.2,396.9,13.59,24.5
0.25899,0,10.99,0,0.524,8.37,28.8,2.7986,6,391,19.2,393.29,17.6,23.1
0.3596,0,11.29,0,0.524,7.69,72.9,2.7986,6,391,19.2,396.9,21.14,19.7
0.34838,0,10.69,0,0.524,8.594,70.6,2.8927,6,391,19.2,396.9,14.1,18.3
0.25912,0,10.89,0,0.524,8.319,65.3,2.4091,6,391,19.2,396.9,12.92,21.2
0.20783,0,11.59,0,0.524,8.069,73.5,2.3999,6,391,19.2,395.77,15.1,17.5
0.27438,0,11.69,0,0.524,8.227,79.7,2.4982,6,391,19.2,396.9,14.33,16.8
0.08263,0,13.43,0,0.524,8.993,69.1,2.4786,1,273,21,391.99,9.67,22.4
0.12527,0,13.03,0,0.524,8.22,76.7,2.2875,1,273,21,396.9,9.08,20.6
0.15076,0,12.93,0,0.524,8.976,91,2.1675,1,273,21,396.9,5.64,23.9
0.10959,0,13.03,0,0.524,8.894,89.3,2.3889,1,273,21,393.45,6.48,22
0.13741,0,13.63,0,0.524,8.03,80.8,2.505,1,273,21,396.9,7.88,11.9
5.12017,0,19.1,0,0.524,8.397,91.8,2.3682,24,666,20.2,385.09,17.27,16.1
8.28809,0,19.3,0,0.524,9.793,99.3,2.4527,24,666,20.2,375.87,16.74,17.8
